controller.socket.timeout.ms	15000	60000
default.replication.factor	0	2
replica.lag.time.max.ms	15000	60000
replica.socket.timeout.ms	15000	60000
replica.socket.receive.buffer.bytes	32768	131072
replica.fetch.max.bytes	524288	2097152
replica.fetch.wait.max.ms	250	1000
replica.fetch.backoff.ms	500	2000
replica.fetch.min.bytes	0	2
replica.fetch.response.max.bytes	5242880	20971520
num.replica.fetchers	0	2
replica.high.watermark.checkpoint.interval.ms	2500	10000
fetch.purgatory.purge.interval.requests	500	2000
producer.purgatory.purge.interval.requests	500	2000
delete.records.purgatory.purge.interval.requests	0	2
auto.leader.rebalance.enable	false	SKIP
leader.imbalance.per.broker.percentage	1	20
leader.imbalance.check.interval.seconds	150	600
unclean.leader.election.enable	true	SKIP
security.inter.broker.protocol	SSL	SASL_PLAINTEXT
inter.broker.protocol.version	SKIP	SKIP
inter.broker.listener.name	SKIP	SKIP
replica.selector.class	SKIP	SKIP
controlled.shutdown.max.retries	1	6
controlled.shutdown.retry.backoff.ms	2500	10000
controlled.shutdown.enable	false	SKIP
group.min.session.timeout.ms	3000	12000
group.max.session.timeout.ms	900000	3600000
group.initial.rebalance.delay.ms	1500	6000
group.max.size	1073741823	4294967294
offset.metadata.max.bytes	2048	8192
offsets.load.buffer.size	2621440	10485760
offsets.topic.replication.factor	1	6
offsets.topic.num.partitions	25	100
offsets.topic.segment.bytes	52428800	209715200
offsets.topic.compression.codec	1	-1
offsets.retention.minutes	5040	20160
offsets.retention.check.interval.ms	300000	1200000
offsets.commit.timeout.ms	2500	10000
offsets.commit.required.acks	0	-2
delete.topic.enable	false	SKIP
compression.type	SKIP	SKIP
transactional.id.expiration.ms	302400000	1209600000
transaction.max.timeout.ms	450000	1800000
transaction.state.log.min.isr	1	4
transaction.state.log.load.buffer.size	2621440	10485760
transaction.state.log.replication.factor	1	6
transaction.state.log.num.partitions	25	100
transaction.state.log.segment.bytes	52428800	209715200
transaction.abort.timed.out.transaction.cleanup.interval.ms	5000	20000
transaction.remove.expired.transaction.cleanup.interval.ms	1800000	7200000
producer.id.expiration.ms	43200000	172800000
producer.id.expiration.check.interval.ms	300000	1200000
max.incremental.fetch.session.cache.slots	500	2000
fetch.max.bytes	28835840	115343360
metrics.num.samples	1	4
metrics.sample.window.ms	15000	60000
metric.reporters	JMX	SKIP
metrics.recording.level	SKIP	SKIP
auto.include.jmx.reporter	false	SKIP
kafka.metrics.reporters	JMX	SKIP
kafka.metrics.polling.interval.secs	1	20
quota.window.num	5	22
replication.quota.window.num	5	22
alter.log.dirs.replication.quota.window.num	5	22
controller.quota.window.num	5	22
quota.window.size.seconds	0	2
replication.quota.window.size.seconds	0	2
alter.log.dirs.replication.quota.window.size.seconds	0	2
controller.quota.window.size.seconds	0	2
client.quota.callback.class	SKIP	SKIP
connections.max.reauth.ms	1	-1
sasl.server.max.receive.size	262144	1048576
security.providers	SKIP	SKIP
principal.builder.class	SKIP	SKIP
ssl.protocol	SKIP	SKIP
ssl.provider	SKIP	SKIP
ssl.enabled.protocols	[TLSv1.2	 TLSv1.3]
ssl.keystore.type	SKIP	SKIP
ssl.keystore.location	SKIP	SKIP
ssl.keystore.password	SKIP	SKIP
ssl.key.password	SKIP	SKIP
ssl.keystore.key	SKIP	SKIP
ssl.keystore.certificate.chain	SKIP	SKIP
ssl.truststore.type	SKIP	SKIP
ssl.truststore.location	SKIP	SKIP
ssl.truststore.password	SKIP	SKIP
ssl.truststore.certificates	SKIP	SKIP
ssl.keymanager.algorithm	SKIP	SKIP
ssl.trustmanager.algorithm	SSL	SKIP
ssl.endpoint.identification.algorithm	SKIP	SKIP
ssl.secure.random.implementation	SKIP	SKIP
ssl.client.auth	SKIP	SKIP
ssl.cipher.suites	MAC	TLS
ssl.principal.mapping.rules	SKIP	SKIP
ssl.engine.factory.class	SKIP	SKIP
sasl.mechanism.inter.broker.protocol	SASL	SKIP
sasl.jaas.config	SKIP	SKIP
sasl.enabled.mechanisms	SASL	GSSAPI
sasl.server.callback.handler.class	SKIP	SKIP
sasl.client.callback.handler.class	SKIP	SKIP
sasl.login.class	SKIP	SKIP
sasl.login.callback.handler.class	SKIP	SKIP
sasl.kerberos.service.name	SKIP	SKIP
sasl.kerberos.kinit.cmd	/valid/file1	/valid/file2
sasl.kerberos.ticket.renew.window.factor	0.4	1.6
sasl.kerberos.ticket.renew.jitter	0.025	0.1
sasl.kerberos.min.time.before.relogin	30000	120000
sasl.kerberos.principal.to.local.rules	SKIP	SKIP
sasl.login.refresh.window.factor	0.4	1.6
sasl.login.refresh.window.jitter	0.025	0.1
sasl.login.refresh.min.period.seconds	30	120
sasl.login.refresh.buffer.seconds	150	600
sasl.login.connect.timeout.ms	SKIP	SKIP
sasl.login.read.timeout.ms	SKIP	SKIP
sasl.login.retry.backoff.max.ms	5000	20000
sasl.login.retry.backoff.ms	50	200
sasl.oauthbearer.scope.claim.name	SKIP	SKIP
sasl.oauthbearer.sub.claim.name	SKIP	SKIP
sasl.oauthbearer.token.endpoint.url	SKIP	SKIP
sasl.oauthbearer.jwks.endpoint.url	SKIP	SKIP
sasl.oauthbearer.jwks.endpoint.refresh.ms	1800000	7200000
sasl.oauthbearer.jwks.endpoint.retry.backoff.ms	50	200
sasl.oauthbearer.jwks.endpoint.retry.backoff.max.ms	5000	20000
sasl.oauthbearer.clock.skew.seconds	15	60
sasl.oauthbearer.expected.audience	SKIP	SKIP
sasl.oauthbearer.expected.issuer	SKIP	SKIP
delegation.token.master.key	SKIP	SKIP
delegation.token.secret.key	SKIP	SKIP
delegation.token.max.lifetime.ms	302400000	1209600000
delegation.token.expiry.time.ms	43200000	172800000
delegation.token.expiry.check.interval.ms	1800000	7200000
password.encoder.secret	SKIP	SKIP
password.encoder.old.secret	SKIP	SKIP
password.encoder.keyfactory.algorithm	SKIP	SKIP
password.encoder.cipher.algorithm	SKIP	SKIP
password.encoder.key.length	64	256
password.encoder.iterations	2048	8192
controller.quorum.voters	SKIP	SKIP
controller.quorum.election.timeout.ms	500	2000
controller.quorum.fetch.timeout.ms	1000	4000
controller.quorum.election.backoff.max.ms	500	2000
controller.quorum.append.linger.ms	12	50
controller.quorum.request.timeout.ms	1000	4000
controller.quorum.retry.backoff.ms	10	40
remote.log.storage.system.enable	true	SKIP
remote.log.storage.manager.impl.prefix	SKIP	SKIP
remote.log.metadata.manager.impl.prefix	SKIP	SKIP
remote.log.storage.manager.class.name	SKIP	SKIP
remote.log.storage.manager.class.path	/valid/file1	/valid/file2
remote.log.metadata.manager.class.name	SKIP	SKIP
remote.log.metadata.manager.class.path	/valid/file1	/valid/file2
remote.log.metadata.manager.listener.name	SKIP	SKIP
remote.log.index.file.cache.total.size.bytes	536870912	2147483648
remote.log.manager.thread.pool.size	1	20
remote.log.manager.task.interval.ms	15000	60000
remote.log.manager.task.retry.backoff.ms	250	1000
remote.log.manager.task.retry.backoff.max.ms	15000	60000
remote.log.manager.task.retry.jitter	0.1	0.4
remote.log.reader.threads	1	20
remote.log.reader.max.pending.tasks	50	200
remote.log.storage.system.enable	true	SKIP
remote.log.storage.manager.impl.prefix	SKIP	SKIP
remote.log.metadata.manager.impl.prefix	SKIP	SKIP
remote.log.storage.manager.class.name	SKIP	SKIP
remote.log.storage.manager.class.path	/valid/file1	/valid/file2
remote.log.metadata.manager.class.name	SKIP	SKIP
remote.log.metadata.manager.class.path	/valid/file1	/valid/file2
remote.log.metadata.manager.listener.name	SKIP	SKIP
remote.log.index.file.cache.total.size.bytes	536870912	2147483648
remote.log.manager.thread.pool.size	1	20
remote.log.manager.task.interval.ms	15000	60000
remote.log.manager.task.retry.backoff.ms	250	1000
remote.log.manager.task.retry.backoff.max.ms	15000	60000
remote.log.manager.task.retry.jitter	0.1	0.4
remote.log.reader.threads	1	20
remote.log.reader.max.pending.tasks	50	200
segment.bytes	536870912	2147483648
segment.ms	302400000	1209600000
segment.jitter.ms	1	-1
segment.index.bytes	5242880	20971520
flush.messages	4611686018427387903	18446744073709551614
flush.ms	4611686018427387903	18446744073709551614
retention.bytes	0	-2
retention.ms	302400000	1209600000
max.message.bytes	524294	2097176
index.interval.bytes	2048	8192
delete.retention.ms	43200000	172800000
min.compaction.lag.ms	1	-1
max.compaction.lag.ms	4611686018427387903	18446744073709551614
file.delete.delay.ms	30000	120000
min.cleanable.dirty.ratio	0.25	1.0
cleanup.policy	SKIP	SKIP
unclean.leader.election.enable	true	SKIP
min.insync.replicas	0	2
compression.type	SKIP	SKIP
preallocate	true	SKIP
message.format.version	DEPRECATED	3.0
message.timestamp.type	SKIP	SKIP
message.timestamp.difference.max.ms	4611686018427387903	18446744073709551614
leader.replication.throttled.replicas	SKIP	SKIP
follower.replication.throttled.replicas	SKIP	SKIP
message.downconversion.enable	false	SKIP
remote.storage.enable	true	SKIP
local.retention.ms	-1	-4
local.retention.bytes	-1	-4
