hive.metastore.client.cache.v2.enabled	 true	
hive.qtest.additional.partial.mask.pattern	 	
hive.qtest.additional.partial.mask.replacement.text	 	
hive.in.repl.test.files.sorted	 false	
hive.exec.mode.local.auto	 false	
hive.exec.mode.local.auto.inputbytes.max	134217728L	
hive.exec.mode.local.auto.input.files.max	4	
hive.exec.drop.ignorenonexistent	 true	
hive.ignore.mapjoin.hint	 true	
hive.file.max.footer	100	
hive.resultset.use.unique.column.names	 true	
hive.hook.proto.queue.capacity	64	
hive.hook.proto.base-directory	 	
hive.hook.proto.rollover-interval	600s	
hive.hook.proto.events.clean.freq	1d	
hive.hook.proto.events.ttl	7d	
hive.hook.proto.file.per.event	 false	
hadoop.bin.path	 findHadoopBinary()	
yarn.bin.path	 findYarnBinary()	
mapred.bin.path	 findMapRedBinary()	
fs.har.impl	 org.apache.hadoop.hive.shims.HiveHarFileSystem	
ileInputFormat.SPLIT_MAXSIZ	256000000L	
ileInputFormat.SPLIT_MINSIZ	1L	
ombineFileInputFormat.SPLIT_MINSIZE_PERNOD	1L	
ombineFileInputFormat.SPLIT_MINSIZE_PERRAC	1L	
mapreduce.job.reduces	-1	
hive.metastore.db.type	 DERBY	
hive.metastore.warehouse.dir	 /user/hive/warehouse	
hive.metastore.warehouse.external.dir	 null	
hive.metastore.uris	 	
hive.metastore.uri.selection	 RANDOM	
hive.metastore.client.capability.check	 true	
hive.metastore.client.capabilities	 	
hive.metastore.client.cache.enabled	 false	
hive.metastore.client.cache.expiry.time	120s	
hive.metastore.client.cache.initial.capacity	50	
hive.metastore.client.cache.max.capacity	50	
hive.metastore.client.cache.stats.enabled	 false	
hive.metastore.fastpath	 false	
hive.metastore.fshandler.threads	15	
hive.metastore.hbase.file.metadata.threads	1	
hive.metastore.uri.resolver	 	
hive.metastore.connect.retries	3	
hive.metastore.failure.retries	1	
hive.metastore.port	9083	
hive.metastore.client.connect.retry.delay	1s	
hive.metastore.client.socket.timeout	600s	
hive.metastore.client.socket.lifetime	0s	
javax.jdo.option.ConnectionPassword	 mine	
hive.metastore.ds.connection.url.hook	 	
javax.jdo.option.Multithreaded	 true	
javax.jdo.option.ConnectionURL	jdbc:derby:;databaseName=metastore_db;create=true	
hive.metastore.dbaccess.ssl.properties	 	
hive.hmshandler.retry.attempts	10	
hive.hmshandler.retry.interval	2000ms	
hive.hmshandler.force.reload.conf	 false	
hive.metastore.server.max.message.size	100*1024*1024L	
hive.metastore.server.min.threads	200	
hive.metastore.server.max.threads	1000	
hive.metastore.server.tcp.keepalive	 true	
hive.metastore.wm.default.pool.size	4	
hive.metastore.archive.intermediate.original	_INTERMEDIATE_ORIGINAL	
hive.metastore.archive.intermediate.archived	_INTERMEDIATE_ARCHIVED	
hive.metastore.archive.intermediate.extracted	_INTERMEDIATE_EXTRACTED	
hive.metastore.kerberos.keytab.file	 	
hive.metastore.kerberos.principal	hive-metastore/_HOST@EXAMPLE.COM	
hive.metastore.client.kerberos.principal		
hive.metastore.sasl.enabled	 false	
hive.metastore.thrift.framed.transport.enabled	 false	
hive.metastore.thrift.compact.protocol.enabled	 false	
hive.metastore.token.signature	 	
hive.cluster.delegation.token.store.class	org.apache.hadoop.hive.thrift.MemoryTokenStore	
hive.cluster.delegation.token.store.zookeeper.connectString	 	
hive.cluster.delegation.token.store.zookeeper.znode	 /hivedelegation	
hive.cluster.delegation.token.store.zookeeper.acl	 	
hive.metastore.cache.pinobjtypes	" ""Table"	
datanucleus.connectionPoolingType	 HikariCP	
datanucleus.connectionPool.maxPoolSize	10	
datanucleus.rdbms.initializeColumnInfo	 NONE	
datanucleus.schema.validateTables	 false	
datanucleus.schema.validateColumns	 false	
datanucleus.schema.validateConstraints	 false	
datanucleus.storeManagerType	 rdbms	
datanucleus.schema.autoCreateAll	 false	
hive.metastore.schema.verification	 true	
hive.metastore.schema.verification.record.version	 false	
hive.metastore.schema.info.class	org.apache.hadoop.hive.metastore.MetaStoreSchemaInfo	
datanucleus.transactionIsolation	 read-committed	
datanucleus.cache.level2	 false	
datanucleus.cache.level2.type	 none	
datanucleus.identifierFactory	datanucleus1	
datanucleus.rdbms.useLegacyNativeValueStrategy	 true	
datanucleus.plugin.pluginRegistryBundleCheck	 LOG	
hive.metastore.batch.retrieve.max	300	
hive.metastore.batch.retrieve.table.partition.max	1000	
hive.metastore.init.hooks	 	
hive.metastore.pre.event.listeners	 	
hive.metastore.event.listeners	 	
hive.write.notification.max.batch.size	1000	
hive.metastore.transactional.event.listeners	 	
hive.notification.sequence.lock.max.retries	10	
hive.notification.sequence.lock.retry.sleep.interval	10L	
hive.metastore.event.db.listener.timetolive	86400s	
hive.metastore.event.db.notification.api.auth	 true	
hive.metastore.authorization.storage.checks	 false	
hive.metastore.authorization.storage.check.externaltable.drop	 true	
hive.metastore.event.clean.freq	0s	
hive.metastore.event.expiry.duration	0s	
hive.metastore.event.message.factory	org.apache.hadoop.hive.metastore.messaging.json.gzip.GzipJSONMessageEncoder	
hive.metastore.execute.setugi	 true	
hive.metastore.partition.name.whitelist.pattern	 	
hive.metastore.integral.jdo.pushdown	 false	
hive.metastore.try.direct.sql	 true	
hive.metastore.direct.sql.batch.size	0	
hive.metastore.try.direct.sql.ddl	 true	
hive.direct.sql.max.query.length	100	
hive.direct.sql.max.elements.in.clause	1000	
hive.direct.sql.max.elements.values.clause	1000	
hive.metastore.orm.retrieveMapNullsAsEmptyStrings	FALSE	
hive.metastore.disallow.incompatible.col.type.changes	 true	
hive.metastore.limit.partition.request	-1	
hive.table.parameters.default	 	
hive.ddl.createtablelike.properties.whitelist	 	
hive.metastore.rawstore.impl	 org.apache.hadoop.hive.metastore.ObjectStore	
hive.metastore.txn.store.impl	org.apache.hadoop.hive.metastore.txn.CompactionTxnHandler	
javax.jdo.option.ConnectionDriverName	 org.apache.derby.jdbc.EmbeddedDriver	
javax.jdo.PersistenceManagerFactoryClass	org.datanucleus.api.jdo.JDOPersistenceManagerFactory	
hive.metastore.expression.proxy	org.apache.hadoop.hive.ql.optimizer.ppr.PartitionExpressionForMetastore	
javax.jdo.option.DetachAllOnCommit	 true	
javax.jdo.option.NonTransactionalRead	 true	
javax.jdo.option.ConnectionUserName	 APP	
hive.metastore.end.function.listeners	 	
hive.metastore.partition.inherit.table.properties	 	
hive.metastore.filter.hook	 org.apache.hadoop.hive.metastore.DefaultMetaStoreFilterHookImpl	
hive.metastore.dml.events	 false	
hive.metastore.client.drop.partitions.using.expressions	 true	
hive.metastore.aggregate.stats.cache.enabled	 false	
hive.metastore.aggregate.stats.cache.size	10000	
hive.metastore.aggregate.stats.cache.max.partitions	10000	
hive.metastore.aggregate.stats.cache.fpp	(float) 0.01	
hive.metastore.aggregate.stats.cache.max.variance	(float) 0.01	
hive.metastore.aggregate.stats.cache.ttl	600s	
hive.metastore.aggregate.stats.cache.max.writer.wait	5000ms	
hive.metastore.aggregate.stats.cache.max.reader.wait	1000ms	
hive.metastore.aggregate.stats.cache.max.full	(float) 0.9	
hive.metastore.aggregate.stats.cache.clean.until	(float) 0.8	
hive.metastore.metrics.enabled	 false	
hive.metastore.use.SSL	 false	
hive.metastore.keystore.path	 	
hive.metastore.keystore.password	 	
hive.metastore.truststore.path	 	
hive.metastore.truststore.password	 	
hive.metadata.export.location	 	
hive.metadata.move.exported.metadata.to.trash	 true	
hive.cli.errors.ignore	 false	
hive.cli.print.current.db	 false	
hive.cli.prompt	 hive	
hive.metastore.fs.handler.class	 org.apache.hadoop.hive.metastore.HiveMetaStoreFsImpl	
hive.session.id	 	
hive.session.silent	 false	
hive.local.time.zone	 LOCAL	
hive.session.history.enabled	 false	
hive.query.string	 	
hive.query.id	 	
hive.query.tag	 null	
hive.jobname.length	50	
hive.jar.path	 	
hive.aux.jars.path	 	
hive.reloadable.aux.jars.path	 	
hive.added.files.path	 	
hive.added.jars.path	 	
hive.added.archives.path	 	
hive.resource.use.hdfs.location	 true	
hive.current.database	 	
hive.auto.progress.timeout	0s	
hive.script.auto.progress	 false	
hive.script.operator.id.env.var	 HIVE_SCRIPT_OPERATOR_ID	
hive.script.operator.truncate.env	 false	
hive.script.operator.env.blacklist	"hive.txn.valid.txns
hive.strict.checks.orderby.no.limit	 false
hive.strict.checks.no.partition.filter	 false
hive.strict.checks.type.safety	 true
hive.strict.checks.cartesian.product	 false
hive.strict.checks.bucketing	 true
hive.strict.timestamp.conversion	 true
hive.load.data.owner	 
hive.mapred.mode	 null
hive.alias	 
hive.map.aggr	 true
hive.groupby.skewindata	 false
hive.join.shortcut.unmatched.rows	 true
hive.join.emit.interval	 1000
hive.join.cache.size	 25000
hive.join.inner.residual	 false
hive.ptf.rangecache.size	 10000
hive.ptf.valuecache.size	 10000
hive.ptf.valuecache.collect.statistics	 false
hive.cbo.enable	 true
hive.cbo.fallback.strategy	 CONSERVATIVE
hive.cbo.cnf.maxnodes	 -1
hive.cbo.returnpath.hiveop	 false
hive.cbo.costmodel.extended	 false
hive.cbo.costmodel.cpu	 0.000001
hive.cbo.costmodel.network	 150.0
hive.cbo.costmodel.local.fs.write	 4.0
hive.cbo.costmodel.local.fs.read	 4.0
hive.cbo.costmodel.hdfs.write	 10.0
hive.cbo.costmodel.hdfs.read	 1.5
hive.cbo.rule.exclusion.regex	 
hive.cbo.show.warnings	 true
hive.cbo.stats.correlated.multi.key.joins	 true
hive.cardinality.preserving.join.optimization.factor	 1.0f
hive.transpose.aggr.join	 false
hive.transpose.aggr.join.unique	 true
hive.optimize.semijoin.conversion	 true
hive.order.columnalignment	 true
hive.materializedview.rewriting	 true
hive.materializedview.rewriting.sql	 true
hive.materializedview.rewriting.sql.subquery	 true
hive.materializedview.rewriting.strategy	 heuristic
hive.materializedview.rewriting.time.window	 0min
hive.materializedview.rewriting.incremental	 false
hive.materializedview.rebuild.incremental	 true
hive.materializedview.rebuild.incremental.factor	 0.1f
hive.materializedview.fileformat	 ORC
hive.materializedview.serde	org.apache.hadoop.hive.ql.io.orc.OrcSerde
hive.jdbc.pushdown.enable	 true
hive.jdbc.pushdown.safe.enable	 false
hive.mapjoin.bucket.cache.size	 100
hive.mapjoin.optimized.hashtable	 true
hive.mapjoin.optimized.hashtable.probe.percent	(float) 0.5
hive.mapjoin.hashtable.load.threads	 2
hive.mapjoin.hybridgrace.hashtable	 false
hive.mapjoin.hybridgrace.memcheckfrequency	 1024
hive.mapjoin.hybridgrace.minwbsize	 524288
hive.mapjoin.hybridgrace.minnumpartitions	 16
hive.mapjoin.optimized.hashtable.wbsize	 8 * 1024 * 1024
hive.mapjoin.hybridgrace.bloomfilter	 true
hive.mapjoin.full.outer	 true
hive.test.mapjoin.full.outer.override	none
hive.smbjoin.cache.rows	 10000
hive.groupby.mapaggr.checkinterval	 100000
hive.map.aggr.hash.percentmemory	 (float) 0.5
hive.mapjoin.followby.map.aggr.hash.percentmemory	 (float) 0.3
hive.map.aggr.hash.force.flush.memory.threshold	 (float) 0.9
hive.map.aggr.hash.min.reduction	 (float) 0.99
hive.map.aggr.hash.min.reduction.lower.bound	 (float) 0.4
hive.map.aggr.hash.min.reduction.stats	 true
hive.multigroupby.singlereducer	 true
hive.map.groupby.sorted	 true
hive.default.nulls.last	 true
hive.groupby.position.alias	 false
hive.orderby.position.alias	 true
hive.groupby.orderby.position.alias	 false
hive.new.job.grouping.set.cardinality	 30
hive.groupby.limit.extrastep	 true
hive.exec.copyfile.maxnumfiles	 1L
hive.exec.copyfile.maxsize	 32L * 1024 * 1024 /*32M*/
hive.udtf.auto.progress	 false
hive.default.fileformat	 TextFile
hive.default.fileformat.managed	 none
hive.default.storage.handler.class	 
hive.query.result.fileformat	 ResultFileFormat.SEQUENCEFILE.toString()
hive.fileformat.check	 true
hive.default.rcfile.serde	org.apache.hadoop.hive.serde2.columnar.LazyBinaryColumnarSerDe
hive.default.serde	org.apache.hadoop.hive.serde2.lazy.LazySimpleSerDe
hive.serdes.using.metastore.for.schema	org.apache.hadoop.hive.ql.io.orc.OrcSerde"	
hive.legacy.schema.for.all.serdes	FALSE	
hive.querylog.location	"${system:java.io.tmpdir} + File.separator + ""${system:user.name}"""	
hive.querylog.enable.plan.progress	 true	
hive.querylog.plan.progress.interval	60000ms	
hive.script.serde	org.apache.hadoop.hive.serde2.lazy.LazySimpleSerDe	
hive.script.recordreader	org.apache.hadoop.hive.ql.exec.TextRecordReader	
hive.script.recordwriter	org.apache.hadoop.hive.ql.exec.TextRecordWriter	
hive.transform.escape.input	 false	
hive.binary.record.max.length	1000	
hive.mapred.local.mem	0	
hive.mapjoin.smalltable.filesize	25000000L	
hive.exec.schema.evolution	 true	
orc.force.positional.evolution	 true	
hive.transactional.table.scan	 false	
hive.transactional.events.mem	10000000	
hive.txn.filter.delete.events	 true	
hive.sample.seednumber	0	
hive.test.mode	 false	
hive.exim.test.mode	 false	
hive.test.mode.prefix	 test_	
hive.test.mode.samplefreq	32	
hive.test.mode.nosamplelist	 	
hive.test.dummystats.aggregator	 	
hive.test.dummystats.publisher	 	
hive.test.currenttimestamp	 null	
hive.test.rollbacktxn	 false	
hive.test.fail.compaction	 false	
hive.test.fail.load.dynamic.partition	 false	
hive.test.fail.heartbeater	 false	
hive.test.bucketcodec.version	1	
hive.extend.bucketid.range	 true	
hive.test.acid.key.index.skip	 false	
hive.merge.mapfiles	 true	
hive.merge.mapredfiles	 false	
hive.merge.tezfiles	 false	
hive.merge.size.per.task	(long) (256 * 1000 * 1000)	
hive.merge.smallfiles.avgsize	(long) (16 * 1000 * 1000)	
hive.merge.rcfile.block.level	 true	
hive.merge.orcfile.stripe.level	 true	
hive.use.orc.codec.pool	 false	
hive.exec.rcfile.use.explicit.header	 true	
hive.exec.rcfile.use.sync.cache	 true	
hive.io.rcfile.record.interval	 Integer.MAX_VALUE	
hive.io.rcfile.column.number.conf	0	
hive.io.rcfile.tolerate.corruptions	 false	
hive.io.rcfile.record.buffer.size	4194304	
parquet.memory.pool.ratio	0.5f	
hive.parquet.timestamp.skip.conversion	 true	
hive.parquet.date.proleptic.gregorian	 false	
hive.parquet.date.proleptic.gregorian.default	 false	
hive.parquet.timestamp.legacy.conversion.enabled	 true	
hive.parquet.timestamp.write.legacy.conversion.enabled	 false	
hive.parquet.infer.binary.as	 binary	
hive.avro.timestamp.skip.conversion	 false	
hive.avro.proleptic.gregorian	 false	
hive.avro.proleptic.gregorian.default	 false	
hive.avro.timestamp.legacy.conversion.enabled	 true	
hive.avro.timestamp.write.legacy.conversion.enabled	 false	
hive.int.timestamp.conversion.in.seconds	 false	
hive.parquet.write.int64.timestamp	 false	
hive.parquet.timestamp.time.unit	 micros	
hive.exec.orc.base.delta.ratio	8	
hive.exec.orc.delta.streaming.optimizations.enabled	 false	
hive.exec.orc.split.strategy	 HYBRID	
hive.exec.orc.blob.storage.split.size	128L * 1024 * 1024	
hive.exec.orc.writer.llap.memory.manager.enabled	 true	
hive.streaming.auto.flush.enabled	 true	
hive.heap.memory.monitor.usage.threshold	0.7f	
hive.streaming.auto.flush.check.interval.size	100Mb	
hive.classloader.shade.prefix	 	
hive.orc.splits.ms.footer.cache.enabled	 false	
hive.orc.splits.ms.footer.cache.ppd.enabled	 true	
hive.orc.splits.include.file.footer	 false	
hive.orc.splits.directory.batch.ms	0	
hive.orc.splits.include.fileid	 true	
hive.orc.splits.allow.synthetic.fileid	 true	
hive.orc.cache.stripe.details.mem.size	256Mb	
hive.orc.compute.splits.num.threads	10	
hive.orc.cache.use.soft.references	 false	
hive.io.sarg.cache.max.weight.mb	10	
hive.lazysimple.extended_boolean_literal	 false	
hive.optimize.skewjoin	 false	
hive.optimize.dynamic.partition.hashjoin	 false	
hive.auto.convert.join	 true	
hive.auto.convert.join.noconditionaltask	 true	
hive.auto.convert.anti.join	 true	
hive.auto.convert.join.noconditionaltask.size	10000000L	
hive.auto.convert.join.use.nonstaged	 false	
hive.skewjoin.key	100000	
hive.skewjoin.mapjoin.map.tasks	10000	
hive.skewjoin.mapjoin.min.split	33554432L	
hive.heartbeat.interval	1000	
hive.limit.row.max.size	100000L	
hive.limit.optimize.limit.file	10	
hive.limit.optimize.enable	 false	
hive.limit.optimize.fetch.max	50000	
hive.limit.pushdown.memory.usage	0.1f	
hive.auto.convert.join.hashtable.max.entries	21000000L	
hive.xprod.mapjoin.small.table.rows	1	
hive.auto.convert.join.shuffle.max.size	10000000000L	
hive.hashtable.key.count.adjustment	0.99f	
hive.hashtable.initialCapacity	100000	
hive.hashtable.loadfactor	(float) 0.75	
hive.mapjoin.followby.gby.localtask.max.memory.usage	(float) 0.55	
hive.mapjoin.localtask.max.memory.usage	(float) 0.90	
hive.mapjoin.check.memory.rows	(long)100000	
hive.input.format	 org.apache.hadoop.hive.ql.io.CombineHiveInputFormat	
hive.tez.input.format	 org.apache.hadoop.hive.ql.io.HiveInputFormat	
hive.tez.container.size	-1	
hive.tez.cpu.vcores	-1	
hive.tez.java.opts	 null	
hive.tez.log.level	 INFO	
hive.tez.hs2.user.access	 true	
hive.query.name	 null	
tez.job.name	 HIVE-%s	
hive.syslog.input.format.file.pruning	 true	
hive.syslog.input.format.file.time.slice	300s	
hive.optimize.bucketingsorting	 true	
hive.mapred.partitioner	 org.apache.hadoop.hive.ql.io.DefaultHivePartitioner	
hive.enforce.sortmergebucketmapjoin	 false	
hive.enforce.bucketmapjoin	 false	
hive.optimize.clustered.sort	 true	
hive.constraint.notnull.enforce	 true	
hive.auto.convert.sortmerge.join	 true	
hive.auto.convert.sortmerge.join.reduce.side	 true	
hive.auto.convert.sortmerge.join.bigtable.selection.policy	org.apache.hadoop.hive.ql.optimizer.AvgPartitionSizeBasedBigTableSelectorForAutoSMJ	
hive.auto.convert.sortmerge.join.to.mapjoin	 false	
hive.exec.script.trust	 false	
hive.exec.rowoffset	 false	
hive.optimize.index.filter	 true	
hive.optimize.ppd	 true	
hive.optimize.ppd.windowing	 true	
hive.ppd.recognizetransivity	 true	
hive.ppd.recognize.column.equalities	 true	
hive.ppd.remove.duplicatefilters	 true	
hive.optimize.join.disjunctive.transitive.predicates.pushdown	TRUE	
hive.optimize.point.lookup	 true	
hive.optimize.point.lookup.min	2	
hive.optimize.transform.in.maxnodes	16	
hive.optimize.countdistinct	 true	
hive.optimize.partition.columns.separate	 true	
hive.optimize.constant.propagation	 true	
hive.optimize.remove.identity.project	 true	
hive.optimize.metadataonly	 false	
hive.optimize.null.scan	 true	
hive.optimize.ppd.storage	 true	
hive.optimize.groupby	 true	
hive.optimize.bucketmapjoin	 false	
hive.optimize.bucketmapjoin.sortedmerge	 false	
hive.optimize.reducededuplication	 true	
hive.optimize.reducededuplication.min.reducer	4	
hive.optimize.joinreducededuplication	 true	
hive.optimize.sort.dynamic.partition.threshold	0	
hive.optimize.sampling.orderby	 false	
hive.optimize.sampling.orderby.number	1000	
hive.optimize.sampling.orderby.percent	0.1f	
hive.remove.orderby.in.subquery	 true	
hive.optimize.distinct.rewrite	 true	
hive.optimize.union.remove	 false	
hive.optimize.correlation	 false	
hive.optimize.limittranspose	 false	
hive.optimize.limittranspose.reductionpercentage	1.0f	
hive.optimize.limittranspose.reductiontuples	(long) 0	
hive.optimize.constraints.join	 true	
hive.optimize.filter.preds.sort	 true	
hive.optimize.filter.stats.reduction	 false	
hive.optimize.skewjoin.compiletime	 false	
hive.optimize.limit	 true	
hive.optimize.topnkey	 true	
hive.optimize.topnkey.max	128	
hive.optimize.topnkey.efficiency.threshold	0.8f	
hive.optimize.topnkey.efficiency.check.nbatches	10000	
hive.optimize.topnkey.partitions.max	64	
hive.optimize.shared.work	 true	
hive.optimize.shared.work.extended	 true	
hive.optimize.shared.work.semijoin	 false	
hive.optimize.shared.work.merge.ts.schema	 true	
hive.optimize.shared.work.mapjoin.cache.reuse	 true	
hive.optimize.shared.work.dppunion	 true	
hive.optimize.shared.work.dppunion.merge.eventops	 true	
hive.optimize.shared.work.downstream.merge	 true	
hive.optimize.shared.work.parallel.edge.support	 true	
hive.optimize.remove.sq_count_check	 true	
hive.optimize.update.table.properties.from.serde	 false	
hive.optimize.update.table.properties.from.serde.list	org.apache.hadoop.hive.serde2.avro.AvroSerDe	
hive.optimize.scan.probedecode	 true	
hive.optimize.metadata.query.cache.enabled	 true	
hive.optimize.view.tables.cache.enabled	 true	
hive.optimize.cte.materialize.threshold	3	
hive.optimize.cte.materialize.full.aggregate.only	 true	
hive.optimize.bi.enabled	 false	
hive.optimize.bi.rewrite.countdistinct.enabled	TRUE	
hive.optimize.bi.rewrite.countdistinct.sketch	 hll	
hive.optimize.bi.rewrite.percentile_disc.enabled	TRUE	
hive.optimize.bi.rewrite.percentile_disc.sketch	 kll	
hive.optimize.bi.rewrite.cume_dist.enabled	TRUE	
hive.optimize.bi.rewrite.cume_dist.sketch	 kll	
hive.optimize.bi.rewrite.ntile.enabled	TRUE	
hive.optimize.bi.rewrite.ntile.sketch	 kll	
hive.optimize.bi.rewrite.rank.enabled	TRUE	
hive.optimize.bi.rewrite.rank.sketch	 kll	
hive.stats.estimate	 true	
hive.stats.ndv.estimate.percent	(float)20	
hive.stats.join.ndv.readjustment	 false	
hive.stats.num.nulls.estimate.percent	(float)5	
hive.stats.autogather	 true	
hive.stats.column.autogather	 true	
hive.stats.dbclass	 fs	
hive.stats.default.publisher	 	
hive.stats.default.aggregator	 	
hive.client.stats.counters	 	
hive.stats.reliable	 false	
hive.analyze.stmt.collect.partlevel.stats	 true	
hive.stats.gather.num.threads	10	
hive.stats.collect.tablekeys	 false	
hive.stats.collect.scancols	 false	
hive.stats.ndv.algo	 hll	
hive.stats.fetch.bitvector	 false	
hive.stats.ndv.error	(float)20.0	
hive.stats.estimators.enable	 true	
hive.metastore.stats.ndv.tuner	(float)0.0	
hive.metastore.stats.ndv.densityfunction	 false	
hive.stats.key.prefix	 	
hive.stats.max.variable.length	100	
hive.stats.list.num.entries	10	
hive.stats.map.num.entries	10	
hive.stats.fetch.column.stats	 true	
hive.stats.join.factor	(float) 1.1	
hive.stats.correlated.multi.key.joins	 true	
hive.stats.filter.range.uniform	 true	
hive.stats.deserialization.factor	(float) 10.0	
hive.stats.filter.in.factor	(float) 1.0	
hive.stats.filter.in.min.ratio	0.0f	
hive.stats.udtf.factor	(float) 1.0	
hive.stats.use.bitvectors	 false	
hive.stats.max.num.stats	(long) 10000	
hive.thrift.client.max.message.size	1gb	
hive.support.concurrency	 false	
hive.lock.manager	 org.apache.hadoop.hive.ql.lockmgr.zookeeper.ZooKeeperHiveLockManager	
hive.lock.numretries	100	
hive.unlock.numretries	10	
hive.lock.sleep.between.retries	60s	
hive.lock.mapred.only.operation	 false	
hive.lock.query.string.max.length	1000000	
hive.mm.allow.originals	 false	
hive.lock.file.move.protect	 all	
hive.zookeeper.kerberos.enabled	 true	
hive.zookeeper.quorum	 	
hive.zookeeper.client.port	2181	
hive.zookeeper.session.timeout	120000ms	
hive.zookeeper.connection.timeout	15s	
hive.zookeeper.namespace	 hive_zookeeper_namespace	
